('adults', 0.000913109344844045)
('substance', 0.000892356859733953)
('within', 0.000892356859733953)
('rates', 0.000892356859733953)
('place', 0.000892356859733953)
('ways', 0.000892356859733953)
('stafford', 0.0008716043746238611)
('keep', 0.0008716043746238611)
('childhood', 0.0008716043746238611)
('body', 0.0008716043746238611)
('effects', 0.0008716043746238611)
('show', 0.0008716043746238611)
('learn', 0.0008508518895137692)
('pupil', 0.0008508518895137692)
('making', 0.0008508518895137692)
('conduct', 0.0008508518895137692)
('given', 0.0008508518895137692)
('attend', 0.0008508518895137692)
('symptoms', 0.0008508518895137692)
('process', 0.0008300994044036773)
('law', 0.0008300994044036773)
('beliefs', 0.0008300994044036773)
('involved', 0.0008300994044036773)
('common', 0.0008300994044036773)
('still', 0.0008300994044036773)
('alternative', 0.0008300994044036773)
('subsidized', 0.0008093469192935853)
('going', 0.0008093469192935853)
('lives', 0.0008093469192935853)
('board', 0.0008093469192935853)
('members', 0.0008093469192935853)
('able', 0.0008093469192935853)
('receive', 0.0008093469192935853)
('always', 0.0008093469192935853)
('amount', 0.0007885944341834934)
('bedtime', 0.0007885944341834934)
('tolerance', 0.0007885944341834934)
('back', 0.0007885944341834934)
('adult', 0.0007885944341834934)
('include', 0.0007885944341834934)
('society', 0.0007678419490734015)
('us', 0.0007678419490734015)
('factors', 0.0007678419490734015)
('require', 0.0007678419490734015)
('action', 0.0007678419490734015)
('class', 0.0007678419490734015)
('change', 0.0007678419490734015)
('self', 0.0007678419490734015)
('friends', 0.0007678419490734015)
('cause', 0.0007678419490734015)
('another', 0.0007678419490734015)
('marijuana', 0.0007470894639633095)
('states', 0.0007470894639633095)
('apply', 0.0007470894639633095)
('bad', 0.0007470894639633095)
('required', 0.0007470894639633095)
('educational', 0.0007470894639633095)
('environment', 0.0007470894639633095)
('issues', 0.0007470894639633095)
('go', 0.0007470894639633095)
('pay', 0.0007470894639633095)
('management', 0.0007470894639633095)
('two', 0.0007470894639633095)
('role', 0.0007470894639633095)
('enough', 0.0007263369788532176)
('form', 0.0007263369788532176)
('respect', 0.0007263369788532176)
('report', 0.0007263369788532176)
('re', 0.0007263369788532176)
('clear', 0.0007263369788532176)
('behaviour', 0.0007263369788532176)
('teen', 0.0007055844937431257)
('allow', 0.0007055844937431257)
('district', 0.0007055844937431257)
('zero', 0.0007055844937431257)
('order', 0.0007055844937431257)
('behaviors', 0.0007055844937431257)
('staff', 0.0007055844937431257)
('offered', 0.0007055844937431257)
('early', 0.0007055844937431257)
('set', 0.0007055844937431257)
('direct', 0.0007055844937431257)
('choice', 0.0007055844937431257)
('related', 0.0007055844937431257)
('practice', 0.0006848320086330338)
('days', 0.0006848320086330338)
('focus', 0.0006848320086330338)
('group', 0.0006848320086330338)
('obese', 0.0006640795235229418)
('issue', 0.0006640795235229418)
('act', 0.0006640795235229418)
('local', 0.0006640795235229418)
('cost', 0.0006640795235229418)
('disorder', 0.0006640795235229418)
('secular', 0.0006433270384128499)
('catholic', 0.0006433270384128499)
('force', 0.0006433270384128499)
('terms', 0.0006433270384128499)
('negative', 0.0006433270384128499)
('type', 0.0006433270384128499)
('level', 0.0006433270384128499)
('parental', 0.0006433270384128499)
('never', 0.0006433270384128499)
('rather', 0.0006433270384128499)
('instruction', 0.0006433270384128499)
('teach', 0.0006433270384128499)
('safe', 0.0006433270384128499)
('low', 0.0006433270384128499)
('drinking', 0.000622574553302758)
('addiction', 0.000622574553302758)
('come', 0.000622574553302758)
('legal', 0.000622574553302758)
('tuition', 0.000622574553302758)
('cosigner', 0.000622574553302758)
('start', 0.000622574553302758)
('talking', 0.000622574553302758)
('hours', 0.000622574553302758)
('primary', 0.000622574553302758)
('values', 0.000622574553302758)
('higher', 0.000622574553302758)
('continue', 0.000622574553302758)
('months', 0.000622574553302758)
('together', 0.000622574553302758)
('believe', 0.000622574553302758)
('means', 0.000622574553302758)
('specific', 0.000622574553302758)
('religions', 0.000601822068192666)
('options', 0.000601822068192666)
('habits', 0.000601822068192666)
('let', 0.000601822068192666)
('times', 0.000601822068192666)
('encourage', 0.000601822068192666)
('provided', 0.000601822068192666)
('understand', 0.000601822068192666)
('lower', 0.000601822068192666)
('least', 0.000601822068192666)
('plan', 0.000601822068192666)
('away', 0.000601822068192666)
('term', 0.000601822068192666)
('groups', 0.000601822068192666)
('basis', 0.000601822068192666)
('exercise', 0.000601822068192666)
('experience', 0.000601822068192666)
('types', 0.000601822068192666)
('prescription', 0.000601822068192666)
('churches', 0.0005810695830825741)
('expenses', 0.0005810695830825741)
('dangerous', 0.0005810695830825741)
('result', 0.0005810695830825741)
('influence', 0.0005810695830825741)
('elementary', 0.0005810695830825741)
('develop', 0.0005810695830825741)
('put', 0.0005810695830825741)
('cover', 0.0005810695830825741)
('normal', 0.0005810695830825741)
('emotional', 0.0005810695830825741)
('world', 0.0005810695830825741)
('little', 0.0005810695830825741)
('shown', 0.0005810695830825741)
('individual', 0.0005810695830825741)
('several', 0.0005810695830825741)
('payments', 0.0005603170979724822)
('rights', 0.0005603170979724822)
('special', 0.0005603170979724822)
('academic', 0.0005603170979724822)
('general', 0.0005603170979724822)
('prevention', 0.0005603170979724822)
('illegal', 0.0005603170979724822)
('authority', 0.0005603170979724822)
('responsible', 0.0005603170979724822)
('taught', 0.0005603170979724822)
('today', 0.0005603170979724822)
('particular', 0.0005603170979724822)
('associated', 0.0005603170979724822)
('increase', 0.0005603170979724822)
('care', 0.0005603170979724822)
('behavioral', 0.0005603170979724822)
('usually', 0.0005603170979724822)
('lenders', 0.0005395646128623903)
('getting', 0.0005395646128623903)
('american', 0.0005395646128623903)
('sanctions', 0.0005395646128623903)
('department', 0.0005395646128623903)
('regular', 0.0005395646128623903)
('meet', 0.0005395646128623903)
('especially', 0.0005395646128623903)
('mental', 0.0005395646128623903)
('possible', 0.0005395646128623903)
('look', 0.0005395646128623903)
('church', 0.0005188121277522983)
('institutions', 0.0005188121277522983)
('borrower', 0.0005188121277522983)
('major', 0.0005188121277522983)
('strong', 0.0005188121277522983)
('administrators', 0.0005188121277522983)
('provides', 0.0005188121277522983)
('future', 0.0005188121277522983)
('decision', 0.0005188121277522983)
('classes', 0.0005188121277522983)
('consistent', 0.0005188121277522983)
('violence', 0.0005188121277522983)
('per', 0.0005188121277522983)
('considered', 0.0005188121277522983)
('sure', 0.0005188121277522983)
('present', 0.0005188121277522983)
('consider', 0.0005188121277522983)
('due', 0.0005188121277522983)
('generally', 0.0005188121277522983)
('prevent', 0.0005188121277522983)
('difficult', 0.0005188121277522983)
('adolescents', 0.0005188121277522983)
('medical', 0.0005188121277522983)
('money', 0.0005188121277522983)
('deal', 0.0005188121277522983)
('reported', 0.0005188121277522983)
('application', 0.0004980596426422064)
('national', 0.0004980596426422064)
('fact', 0.0004980596426422064)
('asleep', 0.0004980596426422064)
('daytime', 0.0004980596426422064)
('three', 0.0004980596426422064)
('feelings', 0.0004980596426422064)
('responsibility', 0.0004980596426422064)
('compared', 0.0004980596426422064)
('son', 0.0004980596426422064)
('something', 0.0004980596426422064)
('necessary', 0.0004980596426422064)
('really', 0.0004980596426422064)
('taken', 0.0004980596426422064)
('cannot', 0.0004980596426422064)
('brain', 0.0004980596426422064)
('court', 0.0004773071575321144)
('payment', 0.0004773071575321144)
('providing', 0.0004773071575321144)
('safety', 0.0004773071575321144)
('choose', 0.0004773071575321144)
('according', 0.0004773071575321144)
('stress', 0.0004773071575321144)
('certain', 0.0004773071575321144)
('increased', 0.0004773071575321144)
('changes', 0.0004773071575321144)
('active', 0.0004773071575321144)
('lack', 0.0004773071575321144)
('simply', 0.0004773071575321144)
('play', 0.0004773071575321144)
('helps', 0.0004773071575321144)
('results', 0.0004773071575321144)
('belief', 0.0004565546724220225)
('open', 0.0004565546724220225)
('unsubsidized', 0.0004565546724220225)
('signs', 0.0004565546724220225)
('option', 0.0004565546724220225)
('stay', 0.0004565546724220225)
('poor', 0.0004565546724220225)
('point', 0.0004565546724220225)
('circumstances', 0.0004565546724220225)
('practices', 0.0004565546724220225)
('actions', 0.0004565546724220225)
('area', 0.0004565546724220225)
('concerns', 0.0004565546724220225)
('whose', 0.0004565546724220225)
('six', 0.0004565546724220225)
('monthly', 0.0004565546724220225)
('kid', 0.0004565546724220225)
('great', 0.0004565546724220225)
('access', 0.0004565546724220225)
('discuss', 0.0004565546724220225)
('choices', 0.0004565546724220225)
('aware', 0.0004565546724220225)
('sometimes', 0.0004565546724220225)
('disorders', 0.0004565546724220225)
('treatments', 0.0004565546724220225)
('living', 0.00043580218731193056)
('graduate', 0.00043580218731193056)
('avoid', 0.00043580218731193056)
('situation', 0.00043580218731193056)
('attendance', 0.00043580218731193056)
('evidence', 0.00043580218731193056)
('maintain', 0.00043580218731193056)
('setting', 0.00043580218731193056)
('cases', 0.00043580218731193056)
('said', 0.00043580218731193056)
('reasonable', 0.00043580218731193056)
('full', 0.00043580218731193056)
('anxiety', 0.00043580218731193056)
('everyone', 0.00043580218731193056)
('reason', 0.00043580218731193056)
('although', 0.00043580218731193056)
('condition', 0.00043580218731193056)
('training', 0.00043580218731193056)
('significant', 0.00043580218731193056)
('taking', 0.00043580218731193056)
('actually', 0.00043580218731193056)
('banks', 0.00041504970220183863)
('perkins', 0.00041504970220183863)
('fixed', 0.00041504970220183863)
('funding', 0.00041504970220183863)
('lead', 0.00041504970220183863)
('directly', 0.00041504970220183863)
('limits', 0.00041504970220183863)
('services', 0.00041504970220183863)
('pressure', 0.00041504970220183863)
('concerned', 0.00041504970220183863)
('reasons', 0.00041504970220183863)
('curriculum', 0.00041504970220183863)
('procedures', 0.00041504970220183863)
('upon', 0.00041504970220183863)
('th', 0.00041504970220183863)
('half', 0.00041504970220183863)
('communication', 0.00041504970220183863)
('knowledge', 0.00041504970220183863)
('around', 0.00041504970220183863)
('routine', 0.00041504970220183863)
('key', 0.00041504970220183863)
('lot', 0.00041504970220183863)
('case', 0.00041504970220183863)
('turn', 0.00041504970220183863)
('understanding', 0.00041504970220183863)
('tell', 0.00041504970220183863)
('improve', 0.00041504970220183863)
('subject', 0.0003942972170917467)
('educate', 0.0003942972170917467)
('co', 0.0003942972170917467)
('fafsa', 0.0003942972170917467)
('attending', 0.0003942972170917467)
('either', 0.0003942972170917467)
('drink', 0.0003942972170917467)
('opportunity', 0.0003942972170917467)
('begin', 0.0003942972170917467)
('growing', 0.0003942972170917467)
('someone', 0.0003942972170917467)
('trouble', 0.0003942972170917467)
('short', 0.0003942972170917467)
('expulsion', 0.0003942972170917467)
('establish', 0.0003942972170917467)
('end', 0.0003942972170917467)
('follow', 0.0003942972170917467)
('code', 0.0003942972170917467)
('five', 0.0003942972170917467)
('graduation', 0.0003942972170917467)
('eat', 0.0003942972170917467)
('dangers', 0.0003942972170917467)
('unless', 0.0003942972170917467)
('views', 0.0003942972170917467)
('essential', 0.0003942972170917467)
('professional', 0.0003942972170917467)
('instead', 0.0003942972170917467)
('impact', 0.0003942972170917467)
('adolescent', 0.0003735447319816548)
('country', 0.0003735447319816548)
('meaning', 0.0003735447319816548)
('shows', 0.0003735447319816548)
('longer', 0.0003735447319816548)
('terrors', 0.0003735447319816548)
('bed', 0.0003735447319816548)
('forms', 0.0003735447319816548)
('step', 0.0003735447319816548)
('unacceptable', 0.0003735447319816548)
('youth', 0.0003735447319816548)
('makes', 0.0003735447319816548)
('written', 0.0003735447319816548)
('ensure', 0.0003735447319816548)
('codes', 0.0003735447319816548)
('message', 0.0003735447319816548)
('growth', 0.0003735447319816548)
('room', 0.0003735447319816548)
('since', 0.0003735447319816548)
('though', 0.0003735447319816548)
('main', 0.0003735447319816548)
('trying', 0.0003735447319816548)
('view', 0.0003735447319816548)
('data', 0.0003735447319816548)
('doctor', 0.0003735447319816548)
('medication', 0.0003735447319816548)
('individuals', 0.0003735447319816548)
('depressed', 0.00035279224687156284)
('consolidation', 0.00035279224687156284)
('funds', 0.00035279224687156284)
('older', 0.00035279224687156284)
('sleeping', 0.00035279224687156284)
('typically', 0.00035279224687156284)
('giving', 0.00035279224687156284)
('held', 0.00035279224687156284)
('single', 0.00035279224687156284)
('particularly', 0.00035279224687156284)
('designed', 0.00035279224687156284)
('fear', 0.00035279224687156284)
('aspects', 0.00035279224687156284)
('violent', 0.00035279224687156284)
('principals', 0.00035279224687156284)
('determine', 0.00035279224687156284)
('middle', 0.00035279224687156284)
('younger', 0.00035279224687156284)
('last', 0.00035279224687156284)
('traditional', 0.00035279224687156284)
('conditions', 0.00035279224687156284)
('anything', 0.00035279224687156284)
('skills', 0.00035279224687156284)
('foods', 0.00035279224687156284)
('takes', 0.00035279224687156284)
('effect', 0.00035279224687156284)
('done', 0.00035279224687156284)
('course', 0.00035279224687156284)
('benefit', 0.00035279224687156284)
('diet', 0.00035279224687156284)
('clearly', 0.00035279224687156284)
('known', 0.00035279224687156284)
('employee', 0.0003320397617614709)
('prohibited', 0.0003320397617614709)
('pain', 0.0003320397617614709)
('protect', 0.0003320397617614709)
('file', 0.0003320397617614709)
('plus', 0.0003320397617614709)
('diabetes', 0.0003320397617614709)
('total', 0.0003320397617614709)
('easy', 0.0003320397617614709)
('harm', 0.0003320397617614709)
('psychological', 0.0003320397617614709)
('seek', 0.0003320397617614709)
('degree', 0.0003320397617614709)
('wrong', 0.0003320397617614709)
('occur', 0.0003320397617614709)
('job', 0.0003320397617614709)
('wish', 0.0003320397617614709)
('substances', 0.0003320397617614709)
('strategies', 0.0003320397617614709)
('questions', 0.0003320397617614709)
('communities', 0.0003320397617614709)
('offenses', 0.0003320397617614709)
('suspensions', 0.0003320397617614709)
('concern', 0.0003320397617614709)
('decisions', 0.0003320397617614709)
('therefore', 0.0003320397617614709)
('office', 0.0003320397617614709)
('expected', 0.0003320397617614709)
('basic', 0.0003320397617614709)
('suspended', 0.0003320397617614709)
('intervention', 0.0003320397617614709)
('ages', 0.0003320397617614709)
('officials', 0.0003320397617614709)
('expectations', 0.0003320397617614709)
('small', 0.0003320397617614709)
('suggests', 0.0003320397617614709)
('approaches', 0.0003320397617614709)
('gets', 0.0003320397617614709)
('patterns', 0.0003320397617614709)
('needed', 0.0003320397617614709)
('natural', 0.0003320397617614709)
('hyperactivity', 0.0003320397617614709)
('requires', 0.0003320397617614709)
('levels', 0.0003320397617614709)
('superintendent', 0.000311287276651379)
('accordance', 0.000311287276651379)
('cultural', 0.000311287276651379)
('love', 0.000311287276651379)
('various', 0.000311287276651379)
('enrolled', 0.000311287276651379)
('thing', 0.000311287276651379)
('consumer', 0.000311287276651379)
('language', 0.000311287276651379)
('expect', 0.000311287276651379)
('allows', 0.000311287276651379)
('becoming', 0.000311287276651379)
('almost', 0.000311287276651379)
('apnea', 0.000311287276651379)
('causes', 0.000311287276651379)
('waking', 0.000311287276651379)
('helping', 0.000311287276651379)
('peer', 0.000311287276651379)
('service', 0.000311287276651379)
('prepared', 0.000311287276651379)
('fall', 0.000311287276651379)
('secondary', 0.000311287276651379)
('regulations', 0.000311287276651379)
('feeling', 0.000311287276651379)
('bus', 0.000311287276651379)
('specifically', 0.000311287276651379)
('yet', 0.000311287276651379)
('month', 0.000311287276651379)
('phones', 0.000311287276651379)
('phone', 0.000311287276651379)
('personal', 0.000311287276651379)
('outside', 0.000311287276651379)
('proper', 0.000311287276651379)
('says', 0.000311287276651379)
('average', 0.000311287276651379)
('techniques', 0.000311287276651379)
('matter', 0.000311287276651379)
('relationship', 0.000311287276651379)
('ability', 0.000311287276651379)
('daily', 0.000311287276651379)
('leading', 0.000311287276651379)
('range', 0.000311287276651379)
('helpful', 0.000311287276651379)
('increasing', 0.000311287276651379)
('orthodox', 0.00029053479154128706)
('ethos', 0.00029053479154128706)
('christianity', 0.00029053479154128706)
('inhalants', 0.00029053479154128706)
('limited', 0.00029053479154128706)
('manner', 0.00029053479154128706)
('administered', 0.00029053479154128706)
('organizations', 0.00029053479154128706)
('grants', 0.00029053479154128706)
('freedom', 0.00029053479154128706)
('promote', 0.00029053479154128706)
('quality', 0.00029053479154128706)
('peers', 0.00029053479154128706)
('score', 0.00029053479154128706)
('watching', 0.00029053479154128706)
('difficulties', 0.00029053479154128706)
('stop', 0.00029053479154128706)
('aged', 0.00029053479154128706)
('difficulty', 0.00029053479154128706)
('guardian', 0.00029053479154128706)
('methods', 0.00029053479154128706)
('security', 0.00029053479154128706)
('behavioural', 0.00029053479154128706)
('laws', 0.00029053479154128706)
('inappropriate', 0.00029053479154128706)
('resources', 0.00029053479154128706)
('dealing', 0.00029053479154128706)
('model', 0.00029053479154128706)
('identify', 0.00029053479154128706)
('return', 0.00029053479154128706)
('allowed', 0.00029053479154128706)
('reducing', 0.00029053479154128706)
('developing', 0.00029053479154128706)
('doesn', 0.00029053479154128706)
('current', 0.00029053479154128706)
('handle', 0.00029053479154128706)
('cellphone', 0.00029053479154128706)
('currently', 0.00029053479154128706)
('becomes', 0.00029053479154128706)
('mind', 0.00029053479154128706)
('seems', 0.00029053479154128706)
('regarding', 0.00029053479154128706)
('importance', 0.00029053479154128706)
('benefits', 0.00029053479154128706)
('researchers', 0.00029053479154128706)
('medications', 0.00029053479154128706)
('includes', 0.00029053479154128706)
('therapy', 0.00029053479154128706)
('experts', 0.00029053479154128706)
('suggest', 0.00029053479154128706)
('whole', 0.00029053479154128706)
('violation', 0.00026978230643119513)
('else', 0.00026978230643119513)
('culture', 0.00026978230643119513)
('sports', 0.00026978230643119513)
('risks', 0.00026978230643119513)
('conversations', 0.00026978230643119513)
('addict', 0.00026978230643119513)
('united', 0.00026978230643119513)
('deferment', 0.00026978230643119513)
('demonstrate', 0.00026978230643119513)
('scholarships', 0.00026978230643119513)
('face', 0.00026978230643119513)
('costs', 0.00026978230643119513)
('requirements', 0.00026978230643119513)
('check', 0.00026978230643119513)
('borrow', 0.00026978230643119513)
('anti', 0.00026978230643119513)
('response', 0.00026978230643119513)
('adopt', 0.00026978230643119513)
('commitment', 0.00026978230643119513)
('excessive', 0.00026978230643119513)
('power', 0.00026978230643119513)
('thus', 0.00026978230643119513)
('kind', 0.00026978230643119513)
('presence', 0.00026978230643119513)
('comprehensive', 0.00026978230643119513)
('wide', 0.00026978230643119513)
('administrator', 0.00026978230643119513)
('discussion', 0.00026978230643119513)
('working', 0.00026978230643119513)
('following', 0.00026978230643119513)
('success', 0.00026978230643119513)
('large', 0.00026978230643119513)
('eligible', 0.00026978230643119513)
('grounds', 0.00026978230643119513)
('old', 0.00026978230643119513)
('remember', 0.00026978230643119513)
('minutes', 0.00026978230643119513)
('call', 0.00026978230643119513)
('cellphones', 0.00026978230643119513)
('won', 0.00026978230643119513)
('variety', 0.00026978230643119513)
('greater', 0.00026978230643119513)
('status', 0.00026978230643119513)
('recent', 0.00026978230643119513)
('addition', 0.00026978230643119513)
('underlying', 0.00026978230643119513)
('idea', 0.00026978230643119513)
('seen', 0.00026978230643119513)
('example', 0.00026978230643119513)
('provision', 0.0002490298213211032)
('debate', 0.0002490298213211032)
('expressed', 0.0002490298213211032)
('ban', 0.0002490298213211032)
('paddling', 0.0002490298213211032)
('exclusion', 0.0002490298213211032)
('bible', 0.0002490298213211032)
('boarding', 0.0002490298213211032)
('damage', 0.0002490298213211032)
('death', 0.0002490298213211032)
('educated', 0.0002490298213211032)
('household', 0.0002490298213211032)
('sex', 0.0002490298213211032)
('whatever', 0.0002490298213211032)
('ask', 0.0002490298213211032)
('towards', 0.0002490298213211032)
('deferred', 0.0002490298213211032)
('assistance', 0.0002490298213211032)
('record', 0.0002490298213211032)
('hand', 0.0002490298213211032)
('spend', 0.0002490298213211032)
('books', 0.0002490298213211032)
('mood', 0.0002490298213211032)
('quickly', 0.0002490298213211032)
('starting', 0.0002490298213211032)
('incident', 0.0002490298213211032)
('wake', 0.0002490298213211032)
('nightmares', 0.0002490298213211032)
('whereas', 0.0002490298213211032)
('established', 0.0002490298213211032)
('fighting', 0.0002490298213211032)
('educators', 0.0002490298213211032)
('etc', 0.0002490298213211032)
('site', 0.0002490298213211032)
('materials', 0.0002490298213211032)
('behaviours', 0.0002490298213211032)
('districts', 0.0002490298213211032)
('second', 0.0002490298213211032)
('occurs', 0.0002490298213211032)
('standards', 0.0002490298213211032)
('throughout', 0.0002490298213211032)
('perhaps', 0.0002490298213211032)
('misbehavior', 0.0002490298213211032)
('warning', 0.0002490298213211032)
('events', 0.0002490298213211032)
('incidents', 0.0002490298213211032)
('severe', 0.0002490298213211032)
('limit', 0.0002490298213211032)
('create', 0.0002490298213211032)
('close', 0.0002490298213211032)
('four', 0.0002490298213211032)
('tv', 0.0002490298213211032)
('ones', 0.0002490298213211032)
('consistently', 0.0002490298213211032)
('question', 0.0002490298213211032)
('extremely', 0.0002490298213211032)
('side', 0.0002490298213211032)
('past', 0.0002490298213211032)
('real', 0.0002490298213211032)
('seem', 0.0002490298213211032)
('alone', 0.0002490298213211032)
('line', 0.0002490298213211032)
('affect', 0.0002490298213211032)
('begins', 0.0002490298213211032)
('method', 0.0002490298213211032)
('injury', 0.0002490298213211032)
('games', 0.0002490298213211032)
('comes', 0.0002490298213211032)
('treat', 0.0002490298213211032)
('interventions', 0.0002490298213211032)
('faiths', 0.00022827733621101124)
('christians', 0.00022827733621101124)
('strictly', 0.00022827733621101124)
('protection', 0.00022827733621101124)
('moral', 0.00022827733621101124)
('pot', 0.00022827733621101124)
('engage', 0.00022827733621101124)
('risky', 0.00022827733621101124)
('cent', 0.00022827733621101124)
('enforcement', 0.00022827733621101124)
('chase', 0.00022827733621101124)
('permanent', 0.00022827733621101124)
('university', 0.00022827733621101124)
('applicant', 0.00022827733621101124)
('looking', 0.00022827733621101124)
('choosing', 0.00022827733621101124)
('applying', 0.00022827733621101124)
('borrowing', 0.00022827733621101124)
('lender', 0.00022827733621101124)
('channel', 0.00022827733621101124)
('grow', 0.00022827733621101124)
('big', 0.00022827733621101124)
('leave', 0.00022827733621101124)
('heart', 0.00022827733621101124)
('chance', 0.00022827733621101124)
('run', 0.00022827733621101124)
('disease', 0.00022827733621101124)
('specialist', 0.00022827733621101124)
('falling', 0.00022827733621101124)
('interfere', 0.00022827733621101124)
('hour', 0.00022827733621101124)
('grades', 0.00022827733621101124)
('models', 0.00022827733621101124)
('absence', 0.00022827733621101124)
('acceptable', 0.00022827733621101124)
('harmful', 0.00022827733621101124)
('immediately', 0.00022827733621101124)
('across', 0.00022827733621101124)
('counseling', 0.00022827733621101124)
('alternatives', 0.00022827733621101124)
('context', 0.00022827733621101124)
('measures', 0.00022827733621101124)
('plans', 0.00022827733621101124)
('attitudes', 0.00022827733621101124)
('appear', 0.00022827733621101124)
('difference', 0.00022827733621101124)
('crime', 0.00022827733621101124)
('already', 0.00022827733621101124)
('informed', 0.00022827733621101124)
('request', 0.00022827733621101124)
