('training', 0.0006541394227077412)
('bed', 0.0006512953382611857)
('individual', 0.0006456071693680749)
('suspension', 0.0006427630849215194)
('rather', 0.0006427630849215194)
('really', 0.0006427630849215194)
('secondary', 0.000639919000474964)
('phone', 0.000639919000474964)
('try', 0.000639919000474964)
('depression', 0.0006370749160284086)
('department', 0.0006342308315818531)
('several', 0.0006313867471352977)
('serious', 0.0006285426626887423)
('body', 0.0006285426626887423)
('hours', 0.0006256985782421868)
('let', 0.0006256985782421868)
('son', 0.0006256985782421868)
('results', 0.0006228544937956314)
('clear', 0.0006228544937956314)
('related', 0.0006228544937956314)
('youth', 0.0006171663249025205)
('attend', 0.0006171663249025205)
('offer', 0.0006143222404559651)
('american', 0.0006143222404559651)
('curriculum', 0.0006086340715628542)
('done', 0.0006086340715628542)
('practice', 0.0006057899871162988)
('rate', 0.0006029459026697433)
('data', 0.0006029459026697433)
('term', 0.0006029459026697433)
('access', 0.0005972577337766325)
('church', 0.0005972577337766325)
('action', 0.000594413649330077)
('middle', 0.0005915695648835216)
('history', 0.0005915695648835216)
('conduct', 0.0005858813959904107)
('great', 0.0005858813959904107)
('always', 0.0005830373115438553)
('teach', 0.0005801932270972998)
('difficult', 0.0005801932270972998)
('put', 0.000574505058204189)
('start', 0.000574505058204189)
('university', 0.000574505058204189)
('week', 0.000574505058204189)
('levels', 0.0005716609737576335)
('concerns', 0.0005688168893110781)
('cases', 0.0005688168893110781)
('role', 0.0005688168893110781)
('review', 0.0005688168893110781)
('provided', 0.0005688168893110781)
('management', 0.0005659728048645227)
('self', 0.0005631287204179672)
('integrated', 0.0005602846359714118)
('deal', 0.0005602846359714118)
('least', 0.0005602846359714118)
('obese', 0.0005574405515248564)
('zero', 0.0005574405515248564)
('safe', 0.0005574405515248564)
('low', 0.0005574405515248564)
('factors', 0.0005545964670783009)
('look', 0.0005545964670783009)
('develop', 0.0005545964670783009)
('experience', 0.0005517523826317455)
('higher', 0.0005517523826317455)
('terms', 0.0005517523826317455)
('respect', 0.00054890829818519)
('understand', 0.00054890829818519)
('sure', 0.0005460642137386346)
('association', 0.0005460642137386346)
('strategies', 0.0005403760448455237)
('effects', 0.0005403760448455237)
('specific', 0.0005403760448455237)
('medical', 0.0005403760448455237)
('especially', 0.0005375319603989683)
('usually', 0.0005346878759524129)
('result', 0.0005346878759524129)
('catholic', 0.0005318437915058574)
('ve', 0.0005261556226127466)
('sometimes', 0.0005261556226127466)
('point', 0.0005233115381661911)
('safety', 0.0005233115381661911)
('taking', 0.0005233115381661911)
('resources', 0.0005204674537196357)
('members', 0.0005176233692730803)
('decision', 0.0005147792848265248)
('period', 0.0005147792848265248)
('working', 0.0005147792848265248)
('court', 0.0005119352003799694)
('never', 0.0005119352003799694)
('consequences', 0.000509091115933414)
('center', 0.000509091115933414)
('though', 0.000509091115933414)
('disorder', 0.000509091115933414)
('together', 0.0005062470314868585)
('legal', 0.0005034029470403031)
('away', 0.0005034029470403031)
('small', 0.0005034029470403031)
('type', 0.0005034029470403031)
('consider', 0.0005005588625937476)
('mental', 0.0005005588625937476)
('provision', 0.0004977147781471922)
('today', 0.0004977147781471922)
('involvement', 0.0004948706937006368)
('changes', 0.0004948706937006368)
('lead', 0.0004948706937006368)
('options', 0.0004948706937006368)
('focus', 0.0004948706937006368)
('seen', 0.0004891825248075259)
('end', 0.0004891825248075259)
('show', 0.00048633844036097046)
('days', 0.00048633844036097046)
('doesn', 0.00048633844036097046)
('personal', 0.0004834943559144151)
('types', 0.0004806502714678597)
('marijuana', 0.0004778061870213043)
('rates', 0.0004778061870213043)
('either', 0.0004778061870213043)
('allow', 0.0004778061870213043)
('five', 0.00047496210257474893)
('understanding', 0.00047496210257474893)
('require', 0.00047496210257474893)
('cause', 0.00047496210257474893)
('lot', 0.00047496210257474893)
('disciplinary', 0.00047211801812819355)
('office', 0.00047211801812819355)
('call', 0.00047211801812819355)
('means', 0.00047211801812819355)
('money', 0.00047211801812819355)
('section', 0.00047211801812819355)
('choice', 0.00047211801812819355)
('particularly', 0.00047211801812819355)
('symptoms', 0.00047211801812819355)
('receive', 0.00046927393368163817)
('tell', 0.00046927393368163817)
('grade', 0.0004664298492350828)
('due', 0.0004664298492350828)
('disorders', 0.0004664298492350828)
('current', 0.0004664298492350828)
('necessary', 0.0004664298492350828)
('subject', 0.0004664298492350828)
('certain', 0.0004664298492350828)
('ask', 0.0004635857647885274)
('yet', 0.0004635857647885274)
('situation', 0.000460741680341972)
('authority', 0.000460741680341972)
('communities', 0.00045789759589541664)
('seem', 0.00045789759589541664)
('aid', 0.00045505351144886126)
('committee', 0.00045505351144886126)
('major', 0.00045505351144886126)
('needed', 0.00045505351144886126)
('hard', 0.00045505351144886126)
('stress', 0.00045505351144886126)
('pay', 0.00045505351144886126)
('months', 0.0004522094270023059)
('associated', 0.0004522094270023059)
('individuals', 0.0004522094270023059)
('repayment', 0.0004465212581091951)
('bedtime', 0.0004465212581091951)
('code', 0.0004465212581091951)
('increased', 0.0004465212581091951)
('dr', 0.0004465212581091951)
('teen', 0.0004465212581091951)
('skills', 0.0004465212581091951)
('drinking', 0.00044367717366263973)
('country', 0.00044367717366263973)
('kid', 0.00044083308921608435)
('question', 0.00044083308921608435)
('mean', 0.00043798900476952897)
('play', 0.00043798900476952897)
('brain', 0.00043798900476952897)
('read', 0.00043798900476952897)
('procedures', 0.0004351449203229736)
('room', 0.0004351449203229736)
('future', 0.0004351449203229736)
('areas', 0.0004351449203229736)
('apply', 0.0004351449203229736)
('united', 0.0004323008358764182)
('concern', 0.0004323008358764182)
('lack', 0.0004323008358764182)
('asleep', 0.0004294567514298628)
('key', 0.0004294567514298628)
('site', 0.0004294567514298628)
('provides', 0.0004294567514298628)
('outside', 0.00042661266698330744)
('reason', 0.00042661266698330744)
('concerned', 0.00042661266698330744)
('recent', 0.00042661266698330744)
('increase', 0.00042661266698330744)
('beliefs', 0.00042376858253675206)
('administrators', 0.00042376858253675206)
('past', 0.00042376858253675206)
('makes', 0.00042376858253675206)
('wide', 0.00042376858253675206)
('standards', 0.00042376858253675206)
('pupil', 0.0004180804136436413)
('basis', 0.0004180804136436413)
('guidelines', 0.0004180804136436413)
('thing', 0.0004180804136436413)
('behavioral', 0.0004180804136436413)
('behaviors', 0.0004180804136436413)
('etc', 0.0004152363291970859)
('similar', 0.0004152363291970859)
('asked', 0.00041239224475053053)
('effect', 0.00041239224475053053)
('love', 0.00040954816030397515)
('four', 0.00040954816030397515)
('taught', 0.00040954816030397515)
('called', 0.00040954816030397515)
('area', 0.00040954816030397515)
('open', 0.00040954816030397515)
('plan', 0.00040670407585741977)
('actually', 0.00040670407585741977)
('improve', 0.0004038599914108644)
('forgiveness', 0.000401015906964309)
('values', 0.000401015906964309)
('strong', 0.000401015906964309)
('contact', 0.0003981718225177536)
('ll', 0.0003981718225177536)
('upon', 0.0003981718225177536)
('continue', 0.0003981718225177536)
('already', 0.00039532773807119824)
('taken', 0.00039532773807119824)
('direct', 0.00039532773807119824)
('far', 0.00039532773807119824)
('relationship', 0.00039532773807119824)
('single', 0.00039532773807119824)
('second', 0.00039532773807119824)
('whole', 0.00039248365362464286)
('parenting', 0.0003896395691780875)
('later', 0.0003896395691780875)
('large', 0.0003896395691780875)
('full', 0.0003896395691780875)
('diet', 0.0003896395691780875)
('god', 0.0003867954847315321)
('compared', 0.0003867954847315321)
('short', 0.0003867954847315321)
('kind', 0.0003867954847315321)
('everyone', 0.0003867954847315321)
('foods', 0.0003867954847315321)
('lives', 0.0003867954847315321)
('opportunity', 0.0003839514002849767)
('adult', 0.0003839514002849767)
('present', 0.0003839514002849767)
('encourage', 0.00038110731583842133)
('considered', 0.00038110731583842133)
('real', 0.00038110731583842133)
('view', 0.00037826323139186595)
('emotional', 0.00037826323139186595)
('book', 0.00037826323139186595)
('stay', 0.00037541914694531057)
('anything', 0.00037541914694531057)
('exercise', 0.00037541914694531057)
('content', 0.0003725750624987552)
('et', 0.0003725750624987552)
('amount', 0.0003725750624987552)
('various', 0.0003725750624987552)
('someone', 0.0003725750624987552)
('addition', 0.0003725750624987552)
('cannot', 0.0003725750624987552)
('seems', 0.0003725750624987552)
('substance', 0.0003697309780521998)
('al', 0.0003697309780521998)
('please', 0.0003697309780521998)
('therefore', 0.0003697309780521998)
('talking', 0.0003697309780521998)
('superintendent', 0.0003668868936056444)
('mother', 0.0003668868936056444)
('advice', 0.0003668868936056444)
('told', 0.0003668868936056444)
('developing', 0.0003668868936056444)
('got', 0.0003668868936056444)
('adolescents', 0.0003668868936056444)
('attendance', 0.00036404280915908904)
('practices', 0.00036404280915908904)
('matter', 0.00036404280915908904)
('sense', 0.00036404280915908904)
('clearly', 0.00036404280915908904)
('prevent', 0.00036404280915908904)
('treatments', 0.00036404280915908904)
('ensure', 0.00036119872471253366)
('choose', 0.00036119872471253366)
('responsibility', 0.00036119872471253366)
('range', 0.00036119872471253366)
('felt', 0.00036119872471253366)
('easy', 0.00036119872471253366)
('bullying', 0.0003583546402659783)
('council', 0.0003583546402659783)
('aware', 0.0003583546402659783)
('reasons', 0.0003583546402659783)
('addiction', 0.0003555105558194229)
('choices', 0.0003555105558194229)
('cost', 0.0003555105558194229)
('lower', 0.0003555105558194229)
('significant', 0.0003555105558194229)
('minority', 0.0003526664713728675)
('orthodox', 0.0003526664713728675)
('police', 0.0003526664713728675)
('promote', 0.0003526664713728675)
('regular', 0.0003526664713728675)
('requirements', 0.0003526664713728675)
('didn', 0.0003526664713728675)
('human', 0.0003526664713728675)
('providing', 0.0003526664713728675)
('pm', 0.00034982238692631213)
('simply', 0.00034982238692631213)
('run', 0.00034982238692631213)
('guide', 0.00034982238692631213)
('professional', 0.00034982238692631213)
('cent', 0.00034697830247975675)
('responsible', 0.00034697830247975675)
('service', 0.00034697830247975675)
('habits', 0.00034697830247975675)
('model', 0.00034413421803320137)
('survey', 0.00034413421803320137)
('average', 0.00034413421803320137)
('almost', 0.00034413421803320137)
('impact', 0.00034413421803320137)
('across', 0.00034413421803320137)
('negative', 0.00034413421803320137)
('baby', 0.000341290133586646)
('daughter', 0.000341290133586646)
('step', 0.000341290133586646)
('majority', 0.000341290133586646)
('minutes', 0.000341290133586646)
('meet', 0.0003384460491400906)
('generally', 0.0003384460491400906)
('designed', 0.0003384460491400906)
('cell', 0.0003384460491400906)
('offered', 0.0003384460491400906)
('secular', 0.0003356019646935352)
('consolidation', 0.0003356019646935352)
('institutions', 0.0003356019646935352)
('chapter', 0.0003356019646935352)
('principals', 0.0003356019646935352)
('next', 0.0003356019646935352)
('greater', 0.0003356019646935352)
('normal', 0.00033275788024697984)
('intervention', 0.00033275788024697984)
('purpose', 0.00032991379580042446)
('written', 0.00032991379580042446)
('eat', 0.00032991379580042446)
('influence', 0.0003270697113538691)
('co', 0.0003270697113538691)
('quality', 0.0003270697113538691)
('building', 0.0003242256269073137)
('nature', 0.0003242256269073137)
('allowed', 0.0003242256269073137)
('half', 0.0003242256269073137)
('pressure', 0.0003242256269073137)
('giving', 0.0003242256269073137)
('comes', 0.0003242256269073137)
('idea', 0.0003242256269073137)
('efforts', 0.0003213815424607583)
('follow', 0.0003213815424607583)
('head', 0.0003213815424607583)
('news', 0.0003213815424607583)
('analysis', 0.0003213815424607583)
('reading', 0.0003213815424607583)
('includes', 0.0003213815424607583)
('living', 0.0003213815424607583)
('approaches', 0.0003213815424607583)
('sleeping', 0.00031853745801420293)
('established', 0.00031853745801420293)
('add', 0.00031853745801420293)
('trying', 0.00031853745801420293)
('religions', 0.00031569337356764755)
('house', 0.00031569337356764755)
('media', 0.00031569337356764755)
('big', 0.00031569337356764755)
('', 0.00031569337356764755)
('instead', 0.00031569337356764755)
('published', 0.00031569337356764755)
('reasonable', 0.00031569337356764755)
('medication', 0.00031569337356764755)
('perhaps', 0.00031569337356764755)
('girls', 0.00031284928912109217)
('cellphone', 0.00031284928912109217)
('wrong', 0.00031284928912109217)
('check', 0.00031284928912109217)
('address', 0.00031284928912109217)
('benefits', 0.00031284928912109217)
('poor', 0.00031284928912109217)
('ability', 0.00031284928912109217)
('sex', 0.0003100052046745368)
('voluntary', 0.0003100052046745368)
('included', 0.0003100052046745368)
('gambling', 0.0003071611202279814)
('fall', 0.0003071611202279814)
('grades', 0.0003071611202279814)
('suggest', 0.0003071611202279814)
('educators', 0.0003071611202279814)
('side', 0.0003071611202279814)
('job', 0.000304317035781426)
('regarding', 0.000304317035781426)
('conditions', 0.000304317035781426)
('boys', 0.000304317035781426)
('justice', 0.00030147295133487064)
('wish', 0.00030147295133487064)
('researchers', 0.00030147295133487064)
('districts', 0.00029862886688831526)
('nothing', 0.00029862886688831526)
('hope', 0.00029862886688831526)
('variety', 0.00029862886688831526)
('funding', 0.00029862886688831526)
('feelings', 0.00029862886688831526)
('sector', 0.0002957847824417599)
('relationships', 0.0002957847824417599)
('trouble', 0.0002957847824417599)
('main', 0.0002957847824417599)
('website', 0.0002957847824417599)
('thus', 0.0002957847824417599)
('views', 0.0002957847824417599)
('reports', 0.0002957847824417599)
('option', 0.0002957847824417599)
('fat', 0.0002929406979952045)
('expulsion', 0.0002929406979952045)
('shows', 0.0002929406979952045)
('note', 0.0002929406979952045)
('works', 0.0002929406979952045)
('developed', 0.0002929406979952045)
('findings', 0.0002900966135486491)
('thought', 0.0002900966135486491)
('begin', 0.0002900966135486491)
('month', 0.0002900966135486491)
('currently', 0.0002900966135486491)
('legislation', 0.00028725252910209373)
('establish', 0.00028725252910209373)
('knowledge', 0.00028725252910209373)
('director', 0.00028725252910209373)
('older', 0.00028725252910209373)
('difference', 0.00028725252910209373)
('women', 0.00028440844465553835)
('officials', 0.00028440844465553835)
('face', 0.00028440844465553835)
('phones', 0.00028440844465553835)
('potential', 0.00028440844465553835)
('attending', 0.00028440844465553835)
('daily', 0.00028440844465553835)
('move', 0.00028440844465553835)
('known', 0.00028440844465553835)
('list', 0.00028440844465553835)
('answer', 0.00028156436020898297)
('ever', 0.00028156436020898297)
('strictly', 0.00028156436020898297)
('actions', 0.00028156436020898297)
('science', 0.00028156436020898297)
('turn', 0.00028156436020898297)
('active', 0.00028156436020898297)
('discussion', 0.00028156436020898297)
('reduce', 0.00028156436020898297)
('uk', 0.00028156436020898297)
('county', 0.0002787202757624276)
('meeting', 0.0002787202757624276)
('culture', 0.0002787202757624276)
('limited', 0.0002787202757624276)
('article', 0.0002787202757624276)
('force', 0.0002758761913158722)
('ethnic', 0.0002758761913158722)
('hearing', 0.0002758761913158722)
('power', 0.0002758761913158722)
('table', 0.0002758761913158722)
('decisions', 0.0002758761913158722)
('belief', 0.0002758761913158722)
('share', 0.0002758761913158722)
('remember', 0.0002758761913158722)
('dangerous', 0.0002758761913158722)
('live', 0.0002758761913158722)
('alone', 0.0002758761913158722)
('existing', 0.0002758761913158722)
('climate', 0.0002730321068693168)
('suspensions', 0.0002730321068693168)
('search', 0.0002730321068693168)
('quite', 0.0002730321068693168)
('total', 0.0002730321068693168)
('stop', 0.0002730321068693168)
('started', 0.0002730321068693168)
('held', 0.0002730321068693168)
('disabilities', 0.0002730321068693168)
('tv', 0.00027018802242276144)
('maintain', 0.00027018802242276144)
('consistent', 0.00027018802242276144)
('directly', 0.00027018802242276144)
('mind', 0.00027018802242276144)
('longer', 0.00027018802242276144)
('disease', 0.00027018802242276144)
('looking', 0.00027018802242276144)
('interventions', 0.00027018802242276144)
('benefit', 0.00027018802242276144)
('leave', 0.00026734393797620606)
('send', 0.00026734393797620606)
('books', 0.00026734393797620606)
('independent', 0.00026734393797620606)
('separate', 0.00026734393797620606)
('source', 0.00026734393797620606)
('response', 0.00026734393797620606)
('overall', 0.00026734393797620606)
('basic', 0.00026734393797620606)
('identify', 0.00026734393797620606)
('opinion', 0.00026734393797620606)
('suspended', 0.0002644998535296507)
('movement', 0.0002644998535296507)
('beginning', 0.0002644998535296507)
('simple', 0.0002644998535296507)
('helping', 0.0002644998535296507)
('www', 0.0002644998535296507)
('noted', 0.0002644998535296507)
('create', 0.0002644998535296507)
('along', 0.0002644998535296507)
('won', 0.0002644998535296507)
('muslim', 0.0002616557690830953)
('whose', 0.0002616557690830953)
('agree', 0.0002616557690830953)
('mothers', 0.0002616557690830953)
('foundation', 0.0002616557690830953)
('measures', 0.0002616557690830953)
('ages', 0.0002616557690830953)
('probably', 0.0002616557690830953)
('online', 0.0002616557690830953)
('routine', 0.0002616557690830953)
('helpful', 0.0002616557690830953)
('hand', 0.0002616557690830953)
('saying', 0.0002616557690830953)
('recently', 0.0002616557690830953)
('hyperactivity', 0.0002616557690830953)
('forms', 0.0002616557690830953)
('sanctions', 0.0002588116846365399)
('setting', 0.0002588116846365399)
('tool', 0.0002588116846365399)
('causes', 0.0002588116846365399)
('else', 0.0002588116846365399)
('natural', 0.0002588116846365399)
('ethics', 0.00025596760018998453)
('expected', 0.00025596760018998453)
('music', 0.00025596760018998453)
('org', 0.00025596760018998453)
('everything', 0.00025596760018998453)
('discuss', 0.00025596760018998453)
('difficulties', 0.00025596760018998453)
('test', 0.00025596760018998453)
('status', 0.00025596760018998453)
('suggests', 0.00025596760018998453)
('determine', 0.00025596760018998453)
('success', 0.00025596760018998453)
('context', 0.00025312351574342915)
('unless', 0.00025312351574342915)
('cover', 0.00025312351574342915)
('application', 0.00025312351574342915)
('population', 0.00025312351574342915)
('alternatives', 0.00025312351574342915)
('stafford', 0.00025027943129687376)
('comment', 0.00025027943129687376)
('project', 0.00025027943129687376)
('bring', 0.00025027943129687376)
('st', 0.00025027943129687376)
('doctor', 0.00025027943129687376)
('received', 0.00025027943129687376)
('true', 0.0002474353468503184)
('successful', 0.0002474353468503184)
('six', 0.0002474353468503184)
('spend', 0.0002474353468503184)
('protect', 0.0002474353468503184)
('increasing', 0.0002474353468503184)
('growth', 0.0002474353468503184)
('takes', 0.0002474353468503184)
('controlled', 0.0002474353468503184)
('treat', 0.0002474353468503184)
('morning', 0.0002474353468503184)
('position', 0.0002474353468503184)
('tend', 0.0002474353468503184)
('medications', 0.0002474353468503184)
('bible', 0.000244591262403763)
('london', 0.000244591262403763)
('wake', 0.000244591262403763)
('left', 0.000244591262403763)
('places', 0.000244591262403763)
('situations', 0.000244591262403763)
('loss', 0.000244591262403763)
('internet', 0.000244591262403763)
('conference', 0.000244591262403763)
('communication', 0.000244591262403763)
('systems', 0.000244591262403763)
('compare', 0.0002417471779572076)
('provisions', 0.0002417471779572076)
('costs', 0.0002417471779572076)
('described', 0.0002417471779572076)
('statement', 0.0002417471779572076)
('third', 0.0002417471779572076)
('presented', 0.0002417471779572076)
('nutrition', 0.0002417471779572076)
('towards', 0.0002417471779572076)
('prescription', 0.0002417471779572076)
('guardian', 0.0002389030935106522)
('circumstances', 0.0002389030935106522)
('events', 0.0002389030935106522)
('preschool', 0.0002389030935106522)
('went', 0.0002389030935106522)
('energy', 0.0002389030935106522)
('discussed', 0.0002389030935106522)
('avoid', 0.0002389030935106522)
('helps', 0.0002389030935106522)
('author', 0.0002389030935106522)
('factor', 0.0002389030935106522)
('medicine', 0.0002389030935106522)
('cosigner', 0.00023605900906409683)
('message', 0.00023605900906409683)
('growing', 0.00023605900906409683)
('gives', 0.00023605900906409683)
('anti', 0.00023605900906409683)
('journal', 0.00023605900906409683)
('educate', 0.00023605900906409683)
('seek', 0.00023605900906409683)
('beyond', 0.00023605900906409683)
('pot', 0.00023321492461754145)
('implementation', 0.00023321492461754145)
('cultural', 0.00023321492461754145)
('crime', 0.00023321492461754145)
('sent', 0.00023321492461754145)
('conflict', 0.00023321492461754145)
('organizations', 0.00023321492461754145)
('anxiety', 0.00023321492461754145)
('harm', 0.00023321492461754145)
('shown', 0.00023321492461754145)
('gain', 0.00023037084017098606)
('took', 0.00023037084017098606)
('additional', 0.00023037084017098606)
('isn', 0.00023037084017098606)
('occur', 0.00023037084017098606)
('goal', 0.00023037084017098606)
('language', 0.00023037084017098606)
('happy', 0.00023037084017098606)
('international', 0.00023037084017098606)
('anyone', 0.00023037084017098606)
('expectations', 0.00022752675572443068)
('formal', 0.00022752675572443068)
('goes', 0.00022752675572443068)
('comprehensive', 0.00022752675572443068)
('hour', 0.00022752675572443068)
('mom', 0.00022752675572443068)
('central', 0.0002246826712778753)
