1001
Referential Clarity;5;5;5;
Focus;5;4;4;
Structure;4;4;4;
Coherence;5;4;3;
Readability;5;4;5;
Information Content;5;3;4;
Spelling;5;4;4;
Length;5;4;5;
Overall Quality;5;5;4;
1014
Grammaticality;5;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;4;4;5;
Focus;3;4;4;
Structure;4;4;4;
Coherence;3;4;4;
Readability;3;4;5;
Information Content;4;5;4;
Spelling;3;4;4;
Length;4;3;3;
Overall Quality;3;5;5;
1014
Grammaticality;5;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;5;3;5;
Focus;4;5;3;
Structure;4;2;3;
Coherence;4;3;2;
Readability;5;4;5;
Information Content;5;5;4;
Spelling;5;3;4;
Length;5;2;3;
Overall Quality;5;;4;
1014
Grammaticality;5;4;5;
Non-Redundancy;5;5;4;
Referential Clarity;5;5;4;
Focus;4;5;2;I wonder, whether the topic is only about the social aspects of smoking teens on the first place
Structure;5;4;5;
Coherence;5;4;4;
Readability;5;4;5;
Information Content;5;5;3;
Spelling;4;3;3;Typo in the first sentence in the word �correlated�
Length;4;5;4;There is some place wasted due the three dots in the beginning of the summary for no special reason
Overall Quality;5;5;5;
1014
Grammaticality;3;3;4;
Non-Redundancy;4;4;4;
Referential Clarity;4;3;4;
Focus;4;4;4;
Structure;2;2;4;
Coherence;3;2;4;
Readability;4;2;4;
Information Content;4;5;3;
Spelling;2;2;4;
Length;1;5;5;too long - by a sliver.
Overall Quality;3;5;2;
1015
"Grammaticality";5;2;5;
"Non-Redundancy";5;3;5;
"Referential Clarity";5;5;5;
"Focus";5;5;5;
"Structure";2;5;5;"letzter Satz sollte am Anfang stehen; auch ansonsten kann die Reihenfolge der Sätze  optimiert werden"
"Coherence";3;5;5;
"Readability";3;5;5;
"Information Content";4;5;5;
"Spelling";5;1;5;
"Length";4;2;2;
"Overall Quality";3;5;5;"die Nuggets waren ganz gut, aber für ein besseres Verständnis sollte die Reihenfolge verbessert werden"
1015
Grammaticality;5;4;5;
Non-Redundancy;5;5;4;
Referential Clarity;5;5;4;
Focus;5;5;3;
Structure;5;4;4;
Coherence;4;4;3;
Readability;5;4;4;
Information Content;4;5;3;The last sentence might not give much information
Spelling;5;4;5;
Length;5;4;4;
Overall Quality;5;5;4;
1015
Grammaticality;3;5;5;
Non-Redundancy;4;4;4;
Referential Clarity;4;5;5;
Focus;4;4;4;
Structure;3;4;4;
Coherence;3;5;5;
Readability;4;3;3;
Information Content;4;2;2;
Spelling;5;5;5;
Length;3;3;3;
Overall Quality;3;3;4;
1015
Grammaticality;5;2;5;
Non-Redundancy;4;3;4;
Referential Clarity;5;2;5;
Focus;4;4;4;
Structure;3;3;4;
Coherence;3;3;4;
Readability;5;2;5;
Information Content;4;5;4;
Spelling;5;2;5;
Length;4;2;3;
Overall Quality;4;5;3;
1016
Grammaticality;5;2;3;
Non-Redundancy;3;3;3;
Referential Clarity;5;2;4;
Focus;5;3;3;
Structure;3;3;3;
Coherence;3;3;3;
Readability;4;3;3;
Information Content;3;3;3;
Spelling;5;1;4;
Length;4;2;3;
Overall Quality;3;;3;
1016
Grammaticality;5;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;4;3;5;
Focus;5;5;3;
Structure;3;2;3;
Coherence;3;3;2;
Readability;3;4;5;
Information Content;4;5;4;
Spelling;5;3;4;
Length;5;2;3;
Overall Quality;4;;4;
1016
Grammaticality;5;2;5;
Non-Redundancy;4;3;4;
Referential Clarity;5;1;5;
Focus;5;4;4;
Structure;4;3;4;
Coherence;3;3;4;
Readability;5;2;5;
Information Content;4;5;4;
Spelling;5;2;5;
Length;2;2;3;
Overall Quality;4;5;4;
1016
Grammaticality;4;2;4;
Non-Redundancy;3;4;4;Four sentences with the same word at the beginning
Referential Clarity;4;4;4;
Focus;4;4;4;
Structure;3;4;4;
Coherence;4;4;4;
Readability;4;4;4;
Information Content;4;4;4;
Spelling;4;4;4;
Length;4;4;4;
Overall Quality;4;4;4;
1017
Grammaticality;3;4;3;first sentence weird
Non-Redundancy;2;5;5;"3 x ""Federal"" at beginning of sentence"
Referential Clarity;5;2;4;
Focus;3;2;3;
Structure;2;5;4;last sentence would be better as first sentence
Coherence;2;4;4;
Readability;2;3;3;
Information Content;4;2;3;
Spelling;5;1;5;
Length;2;4;5;
Overall Quality;3;2;3;
1017
Grammaticality;5;4;4;;
Non-Redundancy;3;4;4;;
Referential Clarity;5;4;5;;
Focus;5;4;4;;
Structure;4;4;4;;
Coherence;5;4;4;;
Readability;4;3;4;;
Information Content;4;4;4;;
Spelling;5;3;4;;
Length;3;1;5;;
Overall Quality;4;5;4;;
1017
Grammaticality;4;3;3;
Non-Redundancy;3;3;4;
Referential Clarity;4;3;4;
Focus;4;4;5;
Structure;3;4;4;
Coherence;4;4;4;
Readability;3;5;4;
Information Content;5;5;4;
Spelling;4;1;3;
Length;5;1;5;
Overall Quality;5;;4;
1017
Grammaticality;4;2;4;
Non-Redundancy;3;2;4;sneaky redundancy in the requirements (offered to all, not based on credit)
Referential Clarity;5;2;4;
Focus;4;2;4;
Structure;4;3;3;
Coherence;4;2;4;
Readability;3;4;3;
Information Content;3;5;3;
Spelling;5;2;4;
Length;5;5;5;
Overall Quality;4;5;3;
1018
Grammaticality;4;1;5;
Non-Redundancy;2;2;5;
Referential Clarity;5;2;5;
Focus;5;2;4;
Structure;2;1;1;
Coherence;5;4;3;
Readability;4;3;4;
Information Content;3;5;4;
Spelling;5;1;4;
Length;4;1;5;559
Overall Quality;3;;4;
1018
Grammaticality;2;3;4;; 
Non-Redundancy;2;3;3;;
Referential Clarity;4;3;3;;
Focus;4;3;3;;
Structure;3;3;3;;
Coherence;4;3;3;;
Readability;4;2;3;;
Information Content;5;4;3;;
Spelling;4;1;3;;
Length;2;2;3;;
Overall Quality;4;4;4;;
1018
Grammaticality;2;2;4;
Non-Redundancy;2;3;3;
Referential Clarity;4;3;3;
Focus;4;3;3;
Structure;3;3;3;
Coherence;4;2;3;
Readability;4;2;3;
Information Content;5;4;3;
Spelling;4;1;3;
Length;2;2;3;
Overall Quality;4;4;4;
1018
Grammaticality;3;3;4;
Non-Redundancy;1;5;5;almost complete redundancy
Referential Clarity;3;4;4;A from a Q/A, no Q.
Focus;1;4;4;
Structure;4;2;4;
Coherence;3;3;3;
Readability;4;2;4;
Information Content;1;5;2;
Spelling;5;2;4;
Length;3;5;5;
Overall Quality;2;5;4;
1019
Grammaticality;5;1;5;
Non-Redundancy;5;2;5;
Referential Clarity;1;2;5;every reference of methods
Focus;3;2;4;
Structure;2;1;1;
Coherence;2;4;3;
Readability;2;3;4;
Information Content;1;5;4;
Spelling;5;1;4;
Length;2;1;5;489
Overall Quality;1;;4;
1019
Grammaticality;5;4;5;
Non-Redundancy;3;2;4;
Referential Clarity;5;3;4;
Focus;4;5;4;
Structure;2;5;5;
Coherence;3;5;4;
Readability;2;4;5;
Information Content;2;4;3;
Spelling;5;3;4;
Length;3;1;4;
Overall Quality;3;5;4;
1019
Grammaticality;5;4;4;;
Non-Redundancy;4;3;3;;
Referential Clarity;4;4;3;;
Focus;2;4;5;;
Structure;2;5;5;;
Coherence;2;3;3;;
Readability;4;4;4;;
Information Content;3;3;5;;
Spelling;5;5;3;;
Length;5;4;3;;
Overall Quality;3;5;5;;
1019
Grammaticality;4;1;4;
Non-Redundancy;3;2;3;
Referential Clarity;2;4;4;
Focus;3;3;3;
Structure;3;3;3;
Coherence;3;3;3;
Readability;4;2;4;
Information Content;2;4;4;
Spelling;4;1;4;
Length;4;1;2;
Overall Quality;2;4;4;
1020
Grammaticality;5;4;5;
Non-Redundancy;5;2;5;
Referential Clarity;3;3;3;
Focus;4;5;3;
Structure;3;5;4;
Coherence;4;5;4;
Readability;2;4;2;
Information Content;4;4;4;
Spelling;5;3;5;
Length;3;1;4;
Overall Quality;4;5;4;
1020
Grammaticality;5;4;5;
Non-Redundancy;4;5;3;Slight redundancy in the beginning of the sentences 1 and 3
Referential Clarity;5;5;4;
Focus;5;5;5;
Structure;5;4;5;
Coherence;5;4;4;
Readability;5;4;5;
Information Content;5;5;4;
Spelling;5;4;5;
Length;3;5;4;Only about 400 characters long and could contain much more information with more characters
Overall Quality;4;5;4;Because of the shortness and therefore less information
1020
Grammaticality;4;3;4;
Non-Redundancy;3;3;4;
Referential Clarity;3;3;4;
Focus;4;4;5;
Structure;3;4;4;
Coherence;3;4;4;
Readability;3;5;3;
Information Content;4;5;3;
Spelling;3;1;4;
Length;1;1;5;
Overall Quality;3;;4;Very short!
1020
Grammaticality;4;2;4;
Non-Redundancy;2;4;4;
Referential Clarity;3;3;3;
Focus;4;3;3;
Structure;3;3;2;
Coherence;3;3;2;
Readability;4;3;3;
Information Content;3;4;4;
Spelling;4;2;4;
Length;4;2;4;
Overall Quality;3;4;4;
1021
Grammaticality;4;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;3;4;5;
Focus;4;4;4;
Structure;3;4;4;
Coherence;3;4;4;
Readability;3;4;5;
Information Content;4;5;4;
Spelling;3;4;4;
Length;3;3;3;
Overall Quality;3;5;5;
1021
Grammaticality;4;2;2;
Non-Redundancy;4;3;3;
Referential Clarity;4;2;3;
Focus;4;3;3;
Structure;3;4;3;
Coherence;3;3;3;
Readability;3;3;3;
Information Content;4;3;3;
Spelling;5;1;4;
Length;5;2;3;
Overall Quality;3;;2;
1021
Grammaticality;4;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;2;3;5;
Focus;4;5;3;
Structure;2;2;3;
Coherence;3;3;2;
Readability;3;4;5;
Information Content;3;5;4;
Spelling;4;3;4;
Length;3;2;3;
Overall Quality;3;;4;
1021
Grammaticality;5;3;5;;
Non-Redundancy;5;4;5;;
Referential Clarity;5;4;5;;
Focus;5;5;5;;
Structure;3;4;4;;
Coherence;3;3;4;;
Readability;4;4;5;;
Information Content;5;5;4;;
Spelling;5;3;4;;
Length;3;1;4;;
Overall Quality;5;5;4;;
1022
Grammaticality;5;4;4;
Non-Redundancy;5;2;4;
Referential Clarity;5;3;4;
Focus;5;5;4;
Structure;5;5;4;
Coherence;5;5;4;
Readability;5;4;4;
Information Content;5;4;4;
Spelling;5;3;4;
Length;5;1;4;
Overall Quality;5;5;4;
1022
Grammaticality;4;3;4;
Non-Redundancy;4;5;4;
Referential Clarity;4;3;5;
Focus;4;5;3;
Structure;3;2;3;
Coherence;4;3;2;
Readability;4;4;5;
Information Content;4;5;4;
Spelling;4;3;4;
Length;4;2;3;
Overall Quality;4;;4;
1022
Grammaticality;5;3;5;
Non-Redundancy;2;4;4;
Referential Clarity;3;5;4;
Focus;4;4;4;
Structure;3;4;4;
Coherence;3;4;4;
Readability;4;5;4;
Information Content;3;4;4;
Spelling;4;4;3;
Length;3;3;4;
Overall Quality;3;2;4;
1022
Grammaticality;4;3;3;
Non-Redundancy;3;3;4;
Referential Clarity;4;3;4;
Focus;4;4;5;
Structure;3;4;4;
Coherence;4;4;4;
Readability;4;5;4;
Information Content;3;5;4;
Spelling;4;1;3;
Length;3;1;5;
Overall Quality;4;;5;
1023
Grammaticality;2;5;5;broken quotations, plural without apastrophe 
Non-Redundancy;5;2;4;
Referential Clarity;4;2;4;
Focus;3;2;2;
Structure;2;3;3;
Coherence;2;3;4;
Readability;3;3;3;
Information Content;3;3;3;
Spelling;2;4;5;words with capital letters for no reason
Length;2;3;4;
Overall Quality;2;4;4;
1023
Grammaticality;4;4;5;
Non-Redundancy;2;2;5;
Referential Clarity;5;3;5;
Focus;4;5;4;
Structure;3;5;3;
Coherence;3;5;3;
Readability;4;4;4;
Information Content;4;4;3;
Spelling;3;3;5;
Length;4;1;4;
Overall Quality;4;5;3;
1023
Grammaticality;5;4;4;
Non-Redundancy;5;4;5;
Referential Clarity;5;1;5;
Focus;4;4;4;
Structure;2;4;5;
Coherence;2;5;4;
Readability;3;4;4;
Information Content;3;5;4;
Spelling;4;3;4;
Length;3;4;5;
Overall Quality;3;5;5;
1023
"Grammaticality";4;2;5;"Z. 5: Punkt fehlt zwischendrin? Es scheint eine Überschrift am Anfang zu sein, die nicht vom Text getrennt ist"
"Non-Redundancy";5;3;5;
"Referential Clarity";5;5;5;
"Focus";5;5;5;
"Structure";5;5;5;
"Coherence";5;5;5;
"Readability";4;5;5;"Z. 5 trübt die Leserlichkeit ein bisschen; Z. 4 und Z.6: überflüssige Anführungszeichen"
"Information Content";5;5;5;
"Spelling";5;1;5;
"Length";5;2;2;
"Overall Quality";5;5;5;
1024
Grammaticality;3;4;3;
Non-Redundancy;5;2;3;
Referential Clarity;4;3;4;
Focus;4;5;5;
Structure;3;5;4;
Coherence;2;5;5;
Readability;2;4;5;
Information Content;3;4;2;
Spelling;3;3;4;
Length;5;1;5;
Overall Quality;3;5;4;
1024
Grammaticality;3;4;4;
Non-Redundancy;4;3;4;
Referential Clarity;5;1;5;
Focus;4;4;5;
Structure;2;5;4;
Coherence;2;5;5;
Readability;2;5;4;
Information Content;3;4;4;
Spelling;4;3;4;
Length;3;4;3;
Overall Quality;3;5;5;
1024
Grammaticality;5;4;5;
Non-Redundancy;5;5;5;
Referential Clarity;5;5;5;
Focus;5;5;4;
Structure;5;4;4;
Coherence;4;4;3;
Readability;5;4;4;
Information Content;5;5;4;
